"index","trans_date_trans_time","merchant","category","amt","city","state","lat","long","city_pop","job","dob","trans_num","merch_lat","merch_long","is_fraud"
"40","2019-01-14T02:27:08.000","Towne, Walker and Bore","grocery_net","13.2","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","a9ddd0c259a7b053ebb6e36042364002","42.024265","-98.441592","1"
"41","2019-01-14T08:44:25.000","Kling-Grant","grocery_net","12.95","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","7fbc05c677c102b36030efa2394f0d71","40.701366","-98.890275","1"
"42","2019-01-14T09:30:36.000","Jenkins, Hauck and Friesen","gas_transport","8.25","San Jose","CA","37.3304","-121.7913","973849","Science writer","1955-06-12T00:00:00.000","b559d49e830a7573530e9cc4c82d5424","37.259809","-121.89842","1"
"43","2019-01-14T16:15:46.000","Baumbach, Hodkiewicz and Walsh","shopping_pos","839.35","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","7f9497dfc82f973690fd20102c502210","42.337832","-99.34228","1"
"44","2019-01-14T22:28:37.000","Beier-Hyatt","shopping_pos","969.64","San Jose","CA","37.3304","-121.7913","973849","Science writer","1955-06-12T00:00:00.000","163aa0609a5b81e3b3be72fb7bc31ed3","36.709536","-122.649175","1"
"45","2019-01-14T23:17:22.000","Reichert, Huels and Hoppe","shopping_net","1034.21","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","d861ecd9fb05ec1832e4168e31cda378","41.12487","-100.349332","1"
"46","2019-01-14T23:18:12.000","Konopelski, Schneider and Hartmann","food_dining","121.62","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","31001f18f1cc19cfde92209361884e06","40.544371","-98.726597","1"
"47","2019-01-15T01:07:04.000","VonRueden Group","grocery_net","15.05","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","f3d6f1020342e0aec86a1483d85a52d4","42.015822","-98.943391","1"
"48","2019-01-15T22:50:32.000","Koelpin and Sons","misc_net","851.71","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","22b7c01ff32367d1c58037196e9b6afb","40.461654","-98.987825","1"
"49","2019-01-15T23:01:10.000","Little, Gutmann and Lynch","shopping_net","1124.01","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","18754b81f40491fc7058342bf61eb82e","40.65072","-98.820629","1"
"50","2019-01-15T23:12:27.000","Reichert, Shanahan and Hayes","shopping_net","1140.41","Westerville","NE","41.4193","-99.3844","73","Product designer","1935-02-10T00:00:00.000","7da32f9ad2d6aa478131b5f7fa51fee5","41.151133","-99.38238","1"
"51","2019-01-17T01:30:08.000","Monahan, Bogisich and Ledne","misc_pos","795.59","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","5d6931d4ac32d177b708ed9785d409ea","38.278335","-109.044284","1"
"52","2019-01-17T08:59:07.000","Kutch LLC","gas_transport","9.79","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","73d976fc46f089af2c58c39273525b55","39.157345","-109.126592","1"
"53","2019-01-17T22:26:02.000","Kutch-Wilderman","home","187.35","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","4f7bdd079103fb386ebe90b1fd22fd7b","39.42207","-109.555496","1"
"54","2019-01-17T22:45:26.000","Nicolas, Hills and McGlynn","entertainment","564.34","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","b8b80b56dbdf53fbe417f0915fe1d3ee","38.435536","-109.844716","1"
"55","2019-01-18T00:23:01.000","Boyer PLC","shopping_net","978.96","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","fbda3f1531d8d9186359a561e09077af","38.893999","-109.677707","1"
"56","2019-01-18T03:36:20.000","Kerluke-Abshire","shopping_net","849.79","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","9047da1474aecee56ec498ca6c3456d8","38.376171","-110.36249","1"
"57","2019-01-18T03:54:02.000","Rempel Inc","shopping_net","955.4","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","421094fceb39c5379bdb06f6a7e5cc0a","38.748484","-110.32181","1"
"58","2019-01-18T14:38:27.000","Shanahan-Lehne","personal_care","21.54","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","ce3b2734ce646ef6a47b3484a8e043e5","38.211376","-109.986757","1"
"59","2019-01-18T22:06:58.000","Beier LLC","entertainment","528.98","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","3417f366e2e1d5dd25a3a89a3aae9f3d","39.164469","-109.933543","1"
"60","2019-01-18T22:12:40.000","Bartoletti and Sons","personal_care","21.23","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","2df9fa2d0e508ed2a83aa3ac6f4b5d5a","38.998205","-110.005615","1"
"61","2019-01-18T23:16:21.000","Ankunding-Carroll","travel","9.33","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","a0ed41246d201717db7250fa2375c73b","39.23064","-108.990363","1"
"62","2019-01-18T23:31:36.000","Wilkinson Lt","entertainment","386.91","Thompson","UT","38.9999","-109.615","46","Surveyor, minerals","1987-04-23T00:00:00.000","48dcc21bdef98405171a831d70b463c8","39.262556","-109.656927","1"
"63","2019-01-27T01:34:44.000","Huel, Hammes and Witting","grocery_pos","329.83","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","2cc18d68486597375ac9c6a340c3437f","35.269747","-115.001724","1"
"64","2019-01-27T04:43:21.000","Kuhic Inc","grocery_pos","298.01","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","36c0bd92e3032812151a8f9acfe00e20","34.068192","-113.412581","1"
"65","2019-01-27T22:35:25.000","Donnelly PLC","misc_net","1043.38","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","1294d7a5dea211f63a6488b4957f127e","34.351802","-114.176826","1"
"66","2019-01-27T22:53:26.000","Kuhic LLC","shopping_net","1189.69","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","116cfdee4bef44c6f0a1d1c40030147c","34.327016","-114.299654","1"
"67","2019-01-27T23:11:44.000","McDermott-Weimann","grocery_pos","289.8","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","1f01a4d4ba00c6bb256f295eb163b51f","34.11963","-114.068992","1"
"68","2019-01-27T23:12:15.000","Friesen Inc","shopping_pos","795.01","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","527fdf7cc53f7af2e820b8b6e3d2f595","34.922036","-113.901876","1"
"69","2019-01-28T00:07:20.000","DuBuque LLC","grocery_pos","296.87","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","67a4368c92088255cd2dac11bfba9b5e","33.352471","-113.515467","1"
"70","2019-01-28T01:51:12.000","Hackett-Lueilwitz","grocery_pos","294.02","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","ed8af8dc93343a3f6003f143e687d8a5","33.868431","-114.495419","1"
"71","2019-01-28T02:16:33.000","Kilback LLC","grocery_pos","295.07","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","a0d5021e69f03868e1aec0600bc83667","32.136058","-118.113176","1"
"72","2019-01-28T03:29:31.000","Koepp-Parke","grocery_pos","321.49","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","8524e211e3f48239ab8d30300c8d4744","35.181692","-115.067423","1"
"73","2019-01-28T03:53:39.000","Kiehn Inc","grocery_pos","276.99","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","1acc037be737eab0f99686286dce3777","32.602272","-117.826092","1"
"74","2019-01-28T05:19:38.000","Bauch-Rayno","grocery_pos","306.2","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","9c835dcabcfd78db5f7f1c49b941d65a","31.874764","-117.478948","1"
"75","2019-01-28T08:35:04.000","Koepp-Witting","grocery_pos","290.89","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","c2ac17dc229428a463f6568467189a8d","31.881961","-117.269511","1"
"76","2019-01-28T22:40:43.000","Kihn, Abernathy and Douglas","shopping_net","1005.31","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","fe1354c2beae03da8cbcc019d0309311","33.003474","-116.408968","1"
"77","2019-01-28T22:54:45.000","Hudson-Ratke","grocery_pos","287.42","Parker Dam","CA","34.298","-114.156","126","Marketing executive","1992-10-07T00:00:00.000","b2a9be3c2bced4f846af82ca667f3bdb","33.39735","-114.42256","1"
"78","2019-01-28T23:14:49.000","Romaguera, Cruickshank and Greenholt","shopping_net","1058.01","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","e6cbed473965d31cd4a258344dd0bd8c","33.259031","-117.083503","1"
"79","2019-01-28T23:48:09.000","Reichert, Huels and Hoppe","shopping_net","1037","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","ab450a443f8c628a9696fd97e8f9c353","33.086398","-117.259417","1"
"80","2019-01-29T01:39:52.000","Murray-Smitham","grocery_pos","285.88","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","c191e8dcf3397bbb9145ea2b687edc14","32.297113","-117.660065","1"
"81","2019-01-29T01:59:55.000","Dooley-Thompson","misc_net","731.6","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","c7ee644424ad65017f2e3bf1db14d7a9","31.967624","-116.858395","1"
"82","2019-01-29T03:59:13.000","Schoen, Kuphal and Nitzsche","grocery_pos","326.94","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","2b11702a56c0a6965ca2249098948b2a","32.64137","-116.730718","1"
"83","2019-01-29T23:36:00.000","Baumbach, Hodkiewicz and Walsh","shopping_pos","715.29","San Diego","CA","32.7185","-117.1593","1241364","Comptroller","1987-11-30T00:00:00.000","49bff32d4b9b2782768a27affba94d30","32.785261","-117.276053","1"
"84","2019-01-30T00:54:27.000","Baumbach, Hodkiewicz and Walsh","shopping_pos","986.53","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","9b74e243ecc2d236b4951893b70fee01","39.42055","-94.27143","1"
"85","2019-01-30T01:27:09.000","Mohr-Baye","shopping_net","1041.76","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","5484d0fdfdcc6dcfa433bf59cec1fb82","38.85913","-93.019556","1"
"86","2019-01-30T02:51:40.000","Tillman, Fritsch and Schmitt","misc_net","857.67","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","9fcd435721c4d912e7c8488277063d37","38.735425","-93.433279","1"
"87","2019-01-30T22:22:44.000","Schiller, Blanda and Johnson","home","241.08","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","18489423f878faa671128bf867da5eb6","38.291139","-93.380603","1"
"88","2019-01-30T22:46:57.000","Lang, Towne and Schuppe","kids_pets","19.77","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","1079d701ccbc99c2f83a6b04c73c4966","39.470802","-93.140293","1"
"89","2019-01-30T23:17:29.000","Larson-Moen","entertainment","540.67","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","094d60bc0e12a77a1945ebf7b2a4e217","39.287665","-94.091537","1"
"90","2019-01-31T00:38:15.000","Jacobi and Sons","shopping_pos","868.34","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","9c3fe20fa597262d7d35a3ec607868a8","37.89086","-93.584179","1"
"91","2019-01-31T02:09:54.000","Schumm, Bauch and Ondrick","grocery_pos","291.92","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","e692de963ac5c53c2df7cba25acca7c0","38.308291","-121.577277","1"
"92","2019-01-31T02:17:28.000","Kilback LLC","grocery_pos","290.2","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","cb8b75796904898a7722b3fdd984292c","38.507573","-93.024078","1"
"93","2019-01-31T17:25:39.000","Miller-Harris","misc_net","820.25","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","6cf761fb8b59abeb54ca27d12022c719","38.391948","-121.021048","1"
"94","2019-01-31T22:07:48.000","Kerluke-Abshire","shopping_net","1084.55","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","c9597b8dcdefd829b5ddc84c133fbacb","38.962408","-121.301792","1"
"95","2019-01-31T22:45:22.000","Nicolas, Hills and McGlynn","entertainment","424.38","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","0cf8188a67c793946059ea8d76e29521","39.081379","-93.845355","1"
"96","2019-01-31T23:00:19.000","Abbott-Rogahn","entertainment","474.24","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","3cb7bb733321eaa0bee285f4c159b502","38.219676","-92.956091","1"
"97","2019-01-31T23:26:30.000","Daugherty LLC","kids_pets","20.21","Centerview","MO","38.7897","-93.8702","2368","Electronics engineer","1989-07-17T00:00:00.000","8a84fcec7f59d2c78bb301451cade884","38.527335","-94.342242","1"
"98","2019-01-31T23:34:13.000","Torp-Lemke","misc_pos","8.57","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","ec30f7a5697b978e2993ed81c59633ef","37.871215","-122.115239","1"
"99","2019-02-01T01:14:04.000","Bernhard Inc","gas_transport","9.17","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","eea997439fa532901331b17132807d33","38.790493","-121.925421","1"
"100","2019-02-01T03:07:42.000","Doyle Lt","grocery_pos","259.96","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","b0c33671ee92dd390ae56d76ecbea2f9","38.608995","-121.863386","1"
"101","2019-02-01T23:54:31.000","Hahn, Bahringer and McLaughlin","personal_care","19.83","Vacaville","CA","38.3847","-121.9887","99475","Clinical cytogeneticist","1970-06-25T00:00:00.000","2bb672c405c31b38a44af35c07df13e0","38.553685","-121.53418","1"
"102","2019-02-07T06:11:51.000","Koepp-Parke","grocery_pos","304.08","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","011b27ba6a78e2f4f8a0468ce5f3c5b1","44.559052","-117.642777","1"
"103","2019-02-07T16:14:19.000","Medhurst PLC","shopping_net","1105.42","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","b8303ea1cbd8a070b8160cffb6292bd3","45.594707","-117.573818","1"
"104","2019-02-07T22:16:13.000","Pacocha-O'Reilly","grocery_pos","257.63","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","f16761e504073ef61657c186a9daba0b","46.026023","-117.409519","1"
"105","2019-02-07T22:17:53.000","Rempel Inc","shopping_net","942","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","a7c66fd7b1d983cb4e8fe07e1236d81f","44.4009","-118.984081","1"
"106","2019-02-07T23:17:00.000","Rodriguez, Yost and Jenkins","misc_net","768","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","dbb826b885f763456851e9d8ddaa4662","45.224147","-118.552234","1"
"107","2019-02-07T23:17:05.000","Schumm, Bauch and Ondrick","grocery_pos","309.02","Port Costa","CA","38.046","-122.1866","198","Armed forces training and education officer","1959-03-31T00:00:00.000","c8e1a2c45d670a8c600a89c5f0677d88","37.964672","-122.708937","1"
"108","2019-02-07T23:24:55.000","Kessler Group","travel","9.9","Meadville","MO","39.7795","-93.3014","964","Tourist information centre manager","1974-12-23T00:00:00.000","0c643a880168e9a9d44602447ea68ed2","39.169089","-93.078902","1"
"109","2019-02-07T23:31:18.000","Labadie, Treutel and Bode","shopping_net","935.13","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","f8f7bce79dbe8d674e0574cd1ae91e50","45.543601","-118.293693","1"
"110","2019-02-07T23:44:47.000","Kerluke-Abshire","shopping_net","1096.03","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","8250dc04a033dad2fa826f5e30c2e05b","46.306316","-118.697593","1"
"111","2019-02-07T23:50:10.000","Ruecker Group","misc_net","719.82","Meadville","MO","39.7795","-93.3014","964","Tourist information centre manager","1974-12-23T00:00:00.000","7059262fb8d948c37fb1259427c80d2c","39.951004","-92.359492","1"
"112","2019-02-08T00:26:01.000","Zieme, Bode and Dooley","gas_transport","6.79","Meadville","MO","39.7795","-93.3014","964","Tourist information centre manager","1974-12-23T00:00:00.000","76e1cd900df78e170f2727d41e32a3e6","39.96651","-93.322742","1"
"113","2019-02-08T00:38:53.000","Schamberger-O'Keefe","grocery_pos","290.65","Meadville","MO","39.7795","-93.3014","964","Tourist information centre manager","1974-12-23T00:00:00.000","6321ff773ffb355aa94a5c3f2578c5e8","39.079825","-93.78391","1"
"114","2019-02-08T01:52:20.000","Conroy-Cruickshank","gas_transport","9.91","La Grande","OR","45.3304","-118.0852","16955","Engineer, site","1961-06-16T00:00:00.000","7194e8f43f922304a1d177b1334a2422","44.945349","-118.11122","1"
